,0,1,2
[[ 12.  76.]],-9.298076616898557,-9.283969095962314,-8.740433525554646
[[ 14.  78.]],-9.285602057651776,-9.2637840413859,-8.762670144624268
[[ 42.  90.]],-8.918119698117216,-8.870449982996726,-8.65880339455645
[[ 51.  89.]],-8.516818436264138,-8.57236427731637,-8.279755741402559
[[ 54.  88.]],-8.498610685967519,-8.508488147030867,-8.263247776629658
[[ 57.  88.]],-8.179499962807691,-8.021492266894214,-8.159795694461634
[[ 60.  85.]],-8.255520244698111,-8.119975014335923,-7.9312311997216165
[[ 63.  83.]],-7.985522032650888,-8.178562705934262,-7.7831060555111815
[[ 65.  81.]],-8.327349275875529,-8.155134547560383,-7.8228878151914465
[[ 72.  76.]],-7.32179184730172,-7.578922845759933,-7.515295483269662
[[ 77.  70.]],-7.8427172966633565,-7.891889633806041,-7.402781960544248
[[ 78.  69.]],-7.8530941727125025,-7.740678560783461,-7.25515923452541
[[ 81.  67.]],-7.097802843130988,-7.264531771633991,-6.695830796010307
[[ 84.  66.]],-6.298339791184933,-5.9217259353797616,-5.808430637435565
[[ 86.  62.]],-6.588860216716356,-6.630085657747201,-5.671856650005728
[[ 87.  61.]],-6.6146612641436064,-6.395877845595747,-5.535256595186661
[[ 89.  60.]],-6.105871085186236,-5.838508542950177,-5.652287706715001
[[ 90.  58.]],-6.73406759724306,-6.486599647091402,-5.800408240985924
[[ 91.  58.]],-5.268928977542997,-5.424634017623164,-4.6283866437349435
[[ 91.  57.]],-5.584799518344543,-5.78015804996493,-5.109940421843881
[[ 92.  57.]],-5.12954961374284,-4.7812354806083786,-3.920066488408823
[[ 92.  56.]],-5.240305542314595,-4.7500341635573,-3.95197825893428
[[ 16.  16.]],-9.804235315035076,-9.809953159296306,-9.820007702132859
[[ 36.  90.]],-8.956636057128195,-8.909488410321975,-8.646823971123172
[[ 39.  90.]],-8.986385668725774,-8.944400422962653,-8.735407460834987
[[ 62.  83.]],-8.162917819604305,-8.275768145338345,-7.970519368612157
[[ 65.  82.]],-8.001733895079111,-7.847715451718368,-7.566853863163849
[[ 72.  78.]],-7.279494810104178,-7.107587691604231,-6.847925081580322
[[ 74.  77.]],-6.9619865145679976,-6.797029830385674,-6.545732700155427
[[ 76.  76.]],-6.44926014983647,-6.8713877901977805,-6.162345794095646
[[ 78.  74.]],-6.607257820353291,-5.924882255781009,-6.060285429126692
[[ 79.  73.]],-5.743314785243117,-6.303910613466114,-5.8910330984641694
[[ 84.  70.]],-4.789227106623693,-4.607278159551499,-4.295537853580027
[[ 87.  68.]],-4.6837579714815405,-3.948142559302706,-2.8411729951221387
[[ 90.  67.]],-3.0186610972662207,-2.521327151107464,-2.643695814929196
[[ 91.  67.]],-2.53808630882386,-0.33415366176907885,-1.0226603339766909
[[ 93.  66.]],-0.7182094742373368,-1.275783364529977,-0.9449996105823224
[[ 94.  66.]],-0.210270305248742,-0.3681079605925724,-0.7722335451664564
[[ 73.  74.]],-8.131402361157363,-7.8458269615827145,-7.111027737949248
[[ 75.  73.]],-7.97045928463662,-7.646105722202784,-6.781984517462227
[[ 76.  72.]],-7.861297547387638,-7.447167482098818,-6.692434247654066
[[ 81.  65.]],-7.9086692215309276,-7.323013758862173,-7.840046637080582
[[ 82.  64.]],-7.765703297324523,-7.762178955513211,-7.165617699940728
[[ 83.  63.]],-7.708791178490478,-7.898649620546963,-6.9962311518658415
[[ 85.  60.]],-7.7854719516144515,-7.3180096020757475,-7.8983081628603875
[[ 87.  59.]],-7.3168063281217135,-7.022633296438296,-6.588032375979798
[[ 88.  58.]],-7.09287272437723,-7.065947928167094,-6.562339620294046
[[ 89.  57.]],-6.773146761852888,-6.9365799447321415,-5.919873257370478
[[ 90.  56.]],-6.607413083649937,-6.659345511251799,-6.940414422408924
[[ 91.  55.]],-6.715107001928269,-6.809186382916978,-6.611337582596537
[[ 91.  54.]],-6.759841749728551,-6.769469745801092,-6.379681143506317
[[ 92.  55.]],-5.557259054367192,-6.149873773654785,-6.185125037631291
[[ 92.  54.]],-6.2814455207466295,-6.184822631714847,-6.0052191940931055
[[ 92.  53.]],-6.034151682280207,-5.0050268286567645,-6.2241806907626
[[ 92.  52.]],-5.99581179802876,-6.272900504888782,-6.13923448708336
[[ 93.  52.]],-4.7336972825905175,-5.191017585553863,-5.520367624394716
[[ 93.  51.]],-4.666233726361347,-5.027017714435466,-5.049537326923618
[[ 93.  50.]],-3.9746185854263216,-4.720683933516594,-4.636709592193473
[[ 94.  51.]],-4.082327062509504,-4.0704937189424495,-4.536157371383958
[[ 94.  50.]],-3.81243627401618,-3.0656054263841837,-3.924887145955695
[[ 94.  52.]],-4.566540580240723,-4.546668931308644,-4.2269752485642105
[[ 61.  81.]],-8.922023347826574,-8.867180970860852,-8.497964051682178
[[ 65.  77.]],-9.205807925882883,-8.975887556028542,-8.78591018642428
[[ 77.  69.]],-8.069569360193535,-8.052737477362571,-7.656232039062785
[[ 78.  68.]],-8.067123504761346,-7.829374623817892,-7.679294743842161
[[ 84.  60.]],-8.062466623493862,-8.119893986429986,-7.888541266260532
[[ 87.  48.]],-7.532174327448933,-7.710029249250338,-7.732255905232763
[[ 86.  47.]],-7.840466437556134,-7.648930303993352,-7.566255361278043
[[ 80.  35.]],-6.298866860678494,-6.8759167085546435,-7.0688541011461865
[[ 74.  30.]],-7.578987556874634,-7.438505446925213,-7.832282081550457
[[ 57.  16.]],-7.735786520701157,-7.897807911903388,-7.772741581645146
[[ 42.   8.]],-7.734392538296423,-8.075871883382824,-8.076987690436276
[[ 36.   7.]],-8.328043804021881,-8.723458840819395,-9.315316709727982
[[ 32.   6.]],-7.86160235467266,-8.473422484163885,-7.9387687580549136
[[ 29.   6.]],-8.385961435689497,-8.637941147173699,-8.552212109706563
[[ 23.   9.]],-9.63042243206832,-9.635824769409078,-9.635786580382504
[[ 11.  13.]],-9.697227744075274,-9.698224543675877,-9.733611035907046
[[  8.  15.]],-9.707828127453196,-9.70490884154333,-9.706559713792773
[[  6.  18.]],-9.751842787546906,-9.750116534672863,-9.751904145941447
[[  3.  19.]],-9.767956205800363,-9.769740316216307,-9.767310838096627
[[  1.  20.]],-9.757286536909382,-9.751925426444462,-9.775348620925596
[[ 68.  75.]],-9.076643723457368,-8.669243004452202,-8.60034694968528
[[ 87.  58.]],-7.66562997275139,-7.514116789406144,-6.946021029619532
[[ 89.  58.]],-6.370260020206993,-6.207033111266618,-6.35406427296327
[[ 90.  57.]],-6.485508900738993,-5.976118174240782,-5.6465261551647625
[[ 92.  51.]],-5.76073465619634,-5.913102683687915,-5.9110888490391575
[[ 93.  49.]],-3.9922586970296807,-4.47517125784363,-3.843849877726528
[[ 93.  48.]],-4.620232837399144,-3.671460904549197,-3.887863148735714
[[ 93.  47.]],-3.5362293683971693,-3.585773146275744,-3.930226922066588
[[ 92.  48.]],-4.6976402393002,-5.33973210022992,-5.4179150540419645
[[ 92.  47.]],-3.2801425036704472,-4.8680994511776134,-4.817353630784112
[[ 92.  46.]],-3.9986348715833073,-4.156618503770102,-3.7745730545235374
[[ 91.  45.]],-3.969960885479685,-4.893617297312324,-4.201914571033319
[[ 91.  46.]],-4.257160358090443,-4.256956033361898,-4.777369400238081
[[ 90.  45.]],-4.405783147747057,-5.921457238424053,-4.9693788711978515
[[ 90.  44.]],-3.680809204719576,-4.395746381234498,-5.178990971661407
[[ 89.  43.]],-5.473572317915398,-4.489481624337945,-4.323910779233054
[[ 89.  42.]],-4.9094727161645935,-5.329127487338898,-3.7521083444223455
[[ 88.  42.]],-5.6596938040929246,-4.878850816477819,-5.720614357462798
[[ 87.  41.]],-5.3903919458254625,-5.833942151472522,-5.444122771640084
[[ 81.  35.]],-5.7997794772852185,-6.1025277642507305,-6.0269917769449535
[[ 58.  13.]],-3.881865132368132,-5.6329741195076615,-5.5429000519510865
[[ 55.  11.]],-5.199820585275979,-5.212364042370757,-6.262485800011612
[[ 52.  10.]],-5.6841289804422965,-5.852497567209319,-7.13577011222118
[[ 49.   8.]],-4.8633201122752645,-6.202549738105147,-5.790059780095464
[[ 45.   7.]],-5.4494777980966616,-5.367850843154018,-6.5639576626298135
[[ 42.   5.]],-5.3319208311612485,-4.8683831191857925,-5.058629914130322
[[ 38.   4.]],-4.349485999101035,-4.485162470360073,-4.7833837933646395
[[ 35.   4.]],-4.425151049529841,-5.51414774215747,-5.192657718613974
[[ 28.   5.]],-6.720575306804785,-8.28934194553309,-7.6226629367234455
[[ 15.  12.]],-9.692861995697578,-9.70662411321299,-9.693916496620439
[[ 10.  14.]],-9.726327422837732,-9.726985927052748,-9.726628097360775
[[  7.  15.]],-9.716339615541429,-9.718573484987381,-9.7389647876797
[[  0.  21.]],-9.739125495443107,-9.740023296611193,-9.736841087708743
[[ 30.  88.]],-9.101515320829431,-9.11909639938766,-8.775363067879388
[[ 39.  91.]],-8.843342895125785,-8.74503980985108,-8.534041694475432
[[ 43.  90.]],-8.846497568362965,-8.819059366180001,-8.587984386153657
[[ 46.  90.]],-8.774069768330769,-8.73254290263931,-8.478074430490532
[[ 49.  89.]],-8.64474295562228,-8.619015543550695,-8.385414301284259
[[ 89.  51.]],-7.062924844902122,-7.3097590721545265,-7.3341689517232735
[[ 85.  39.]],-5.571431056432714,-5.788224404550871,-5.690038031564437
[[ 66.  21.]],-6.762830433505437,-7.505681433949066,-6.9657509574228795
[[ 61.  18.]],-7.535640980726951,-7.489047403779132,-7.479957226294112
[[ 28.   8.]],-9.6038919884617,-9.607337315891847,-9.615393807302276
[[ 25.   9.]],-9.682919027065136,-9.683333675292113,-9.68464293266824
[[ 18.  10.]],-9.655520091373527,-9.670720940670293,-9.677402452124577
[[  5.  17.]],-9.746457707051027,-9.744190941546444,-9.74599928291332
[[ 70.  27.]],-7.996478959620572,-7.910076263400028,-7.967113165319168
[[ 10.  18.]],-9.77221179096006,-9.771986842667573,-9.77206505688217
[[ 56.  85.]],-8.650198319942959,-8.784630890030053,-8.49988241358178
[[ 63.  80.]],-8.833570468933654,-8.735890134602196,-8.407465304145688
[[ 66.  79.]],-8.288293355568372,-8.391211452788768,-8.003499241023821
[[ 68.  78.]],-8.014458949098458,-7.982555931798799,-7.764145574271088
[[ 73.  70.]],-8.955298265517957,-8.668626986836692,-8.955142938580087
[[ 76.  66.]],-9.131297069679947,-9.008691526886237,-9.04177914456491
[[ 71.  29.]],-7.696539148362588,-8.000367909030864,-8.392765782414385
[[ 21.  13.]],-9.794802788449346,-9.79562671878977,-9.8091758453929
[[ 13.  17.]],-9.793949047179572,-9.80891324900189,-9.803638138071607
[[  4.  23.]],-9.76602500476908,-9.766550961890756,-9.76749074537354
[[ 35.   8.]],-9.423880496257627,-9.475289540141702,-9.469566538547284
[[ 32.   8.]],-9.510934725642855,-9.572922369416832,-9.609248558087296
[[ 29.   8.]],-9.56339498243132,-9.567692231162312,-9.565246251174187
[[ 11.  15.]],-9.751878174411052,-9.75313731637749,-9.753431260860037
[[  6.  20.]],-9.76420199186306,-9.780944545983887,-9.76344687984017
[[ 32.  11.]],-9.760060953577296,-9.767264690024962,-9.780870781693064
[[ 24.  13.]],-9.815248456414578,-9.822917563033444,-9.815482707823474
[[ 38.  90.]],-8.958755246336233,-8.928316502234303,-8.679177475644403
[[ 44.  89.]],-8.854343648942354,-8.906940228133102,-8.65542046455762
[[ 47.  89.]],-8.857828342156127,-8.706456835075597,-8.537623437437357
[[ 56.  87.]],-8.308237309679173,-8.335488815895925,-8.197618786177825
[[ 59.  86.]],-8.226340955592494,-8.014561812320142,-8.107194993540423
[[ 61.  85.]],-8.145253113922927,-7.952811774275074,-7.884516864658113
[[ 76.  70.]],-8.276909554380646,-8.02629910559393,-7.6189158220527675
[[ 75.  30.]],-7.073496196884255,-6.970184778204068,-7.33510965530599
[[ 63.  19.]],-6.6428052185559245,-7.230141739373879,-6.9099714757646025
[[ 55.  13.]],-6.504689578839513,-7.1317918069251025,-7.516373395267935
[[ 52.  12.]],-7.453263850389304,-7.6013036261702,-7.484541420766744
[[ 39.   8.]],-8.607336979003007,-8.912595056491963,-9.11150530754887
[[ 30.   7.]],-9.137732439914425,-9.391082748953986,-9.15805230052713
[[ 26.   7.]],-9.208584470048356,-9.303220240923308,-9.308160477472704
[[  8.  14.]],-9.713029227166368,-9.714795044077556,-9.713519650931513
[[  5.  16.]],-9.740306035939014,-9.73772674190875,-9.738415654852897
[[  3.  18.]],-9.747218744259408,-9.747875714678752,-9.747862700365484
[[  1.  21.]],-9.757687705093499,-9.762475876769047,-9.762787432864247
[[ 20.  82.]],-9.268459275032546,-9.238518855384998,-9.070032563337287
[[ 70.  76.]],-8.317062496554321,-8.159157317451733,-7.559590675793705
[[ 75.  71.]],-8.230734776413762,-8.374982819819193,-7.859738639505111
[[ 84.  62.]],-7.821289518610426,-7.697727959027069,-6.819781559068806
[[ 88.  56.]],-7.62160629334373,-7.735263122044842,-7.154622036567359
[[ 88.  44.]],-6.330534912077176,-5.916248081576643,-6.3304037865008125
[[ 86.  42.]],-6.132314241074821,-6.064366046518147,-6.751494127952869
[[ 82.  36.]],-4.834689390342886,-6.032523641484348,-6.014482317430156
[[ 51.  11.]],-6.9310310671874165,-6.988268347672937,-7.214125764280242
[[ 42.   9.]],-8.548121613254768,-9.113842392896226,-8.648620721988648
[[ 62.  22.]],-8.548554744019546,-8.649148928357308,-8.64840740103667
[[ 36.  89.]],-9.067230824222,-8.967495611126195,-8.920527944884094
[[ 59.  16.]],-7.2269504131878675,-6.9981349062368325,-7.218003900090702
[[ 50.  10.]],-6.844223288862777,-6.82832986070091,-6.850687567066427
[[ 17.  15.]],-9.804143579048961,-9.808635033542927,-9.804838041531603
[[  5.  21.]],-9.756794506529944,-9.768685830420926,-9.756068707667083
[[ 37.  90.]],-8.953737664260903,-8.828830662838884,-8.595744111685331
[[ 40.  90.]],-8.92308778883494,-8.879419925171499,-8.658281131704555
[[ 43.  91.]],-8.836535890926879,-8.759933848727792,-8.430624465037914
[[ 53.  87.]],-8.777385645888819,-8.499237609470644,-8.378781754341922
[[ 61.  84.]],-8.22907637385064,-8.000474352477774,-7.924811657256293
[[ 74.  72.]],-8.102535818144258,-8.05043435854901,-8.146718509323433
[[ 79.  68.]],-7.732006121857247,-7.710209629986834,-7.108745525348247
[[ 80.  66.]],-7.922016044650199,-7.923981313843614,-7.3284734730466665
[[ 77.  30.]],-5.594882373738123,-5.5137141230883655,-6.75570506791855
[[  4.  27.]],-9.793623471257703,-9.79388607562023,-9.799813124753936
[[ 41.  87.]],-9.186620593356922,-9.2248001545375,-8.944556052002268
[[ 41.  90.]],-8.935296493064767,-8.848923054886695,-8.67016473887775
[[ 66.  80.]],-7.953094329719795,-8.000154256148289,-8.024747093725923
[[ 87.  51.]],-7.7997571532807815,-7.912813185430632,-7.863098665356293
[[ 19.  12.]],-9.748145738379826,-9.761733049892422,-9.749097522747645
[[ 11.  17.]],-9.770858272771662,-9.771077358073454,-9.770864992902906
[[ 13.  77.]],-9.237024236804606,-9.034674830704407,-9.330553149412584
[[ 29.  88.]],-9.008959560571359,-8.933549205036918,-8.947802900646423
[[ 32.  89.]],-8.915075114616855,-8.935088234530802,-8.725109041802225
[[ 67.  25.]],-8.160087543800898,-8.15564805656518,-8.157278277452969
[[  5.  22.]],-9.76865516796601,-9.766785524923703,-9.767579109789382
[[ 74.  74.]],-7.762147419639765,-7.942039023187486,-6.935438950849206
[[ 76.  73.]],-7.898028991509667,-7.6040710877829065,-6.5269181281077815
[[ 82.  66.]],-7.333942317683122,-7.217864434844039,-6.580008294568508
[[ 83.  65.]],-6.865638199808388,-7.253259877818001,-6.31293712355922
[[ 84.  64.]],-6.580600349523017,-6.666491897840872,-6.342921731571018
[[ 85.  62.]],-7.555047231963504,-6.483628893529099,-7.428399125625929
[[ 87.  60.]],-6.748225086296699,-6.676320245482911,-6.637455336112644
[[ 88.  60.]],-6.410053758385277,-6.544533187247993,-6.45497597900404
[[ 12.  17.]],-9.78300163487278,-9.78303380282546,-9.782523070867033
[[ 60.  20.]],-8.419909374357541,-8.541192504665304,-8.615389003279871
[[ 89.  56.]],-7.010945975435183,-7.049259938852843,-7.014967814470053
[[ 93.  54.]],-5.754732780906933,-5.577065637396059,-5.2501967060577375
[[ 94.  55.]],-3.813204693806076,-4.496326407530948,-3.8857642966589556
[[ 25.  12.]],-9.791301610899874,-9.791944156415557,-9.82579479322846
[[  3.  24.]],-9.765666530693935,-9.774763535105217,-9.781237228288877
[[  1.  25.]],-9.750990739769193,-9.746116637135646,-9.767354440146038
[[ 89.  55.]],-7.006011042628566,-7.316088770880633,-7.1601397546902845
[[ 91.  53.]],-6.517889278125869,-6.625571742499754,-6.519056425680271
[[ 91.  52.]],-6.4077615909421,-6.518360667096218,-6.567015523399032
[[ 91.  51.]],-6.536445199281063,-6.495055513508572,-6.474091716541282
[[ 91.  50.]],-6.0396522802186885,-6.651651069109078,-6.538819342699994
[[ 91.  49.]],-6.292293646331746,-5.251495671895022,-6.325543714251799
[[ 91.  48.]],-5.00466219957727,-6.267833028673017,-6.3325052251307925
[[ 91.  47.]],-5.266602118108106,-5.152167332921549,-5.998177170386139
[[ 90.  46.]],-5.309277925514072,-5.733907777261625,-5.857583310016298
[[ 87.  40.]],-4.22140256075212,-5.26198143133255,-5.329871294873309
[[ 86.  39.]],-5.17602633878302,-5.21320862436417,-5.558736169073986
[[ 85.  38.]],-4.920540558554417,-5.028714533029059,-5.417535752846393
[[ 84.  38.]],-5.527992732756694,-5.39929241049517,-6.425809604546357
[[ 64.  19.]],-6.421072199695304,-7.233117963575393,-7.26338557277662
[[ 62.  17.]],-5.226461462987955,-6.123523567918893,-6.344621252084477
[[ 59.  15.]],-6.406863561631527,-6.368055577652887,-6.480867089693747
[[ 47.   8.]],-4.93718728065908,-5.713400528007248,-6.903147763280113
[[ 34.   6.]],-7.633186745174173,-8.311002586098084,-8.817822328767944
[[ 12.  13.]],-9.683224699988367,-9.7283615124235,-9.715736667826354
[[  2.  22.]],-9.764740132584127,-9.764004355064717,-9.764924800169322
[[ 37.  89.]],-9.011464324096822,-9.013704654112775,-8.826744532030743
[[ 78.  37.]],-7.9842342615832,-8.041009918431376,-7.978853999305046
[[ 63.  20.]],-7.406486666986138,-7.627490002474373,-7.724660946112904
[[ 37.   8.]],-9.19274519628303,-9.44475392882516,-9.505354598679784
[[ 40.   9.]],-9.233634505739438,-9.243504751751107,-9.24725426732454
[[ 85.  47.]],-7.999586616565808,-8.043416888410006,-8.02509563123991
[[ 41.   9.]],-9.292615723517157,-9.308045608804102,-9.360544932593998
[[ 35.  90.]],-9.074146618131204,-8.872305257315556,-8.471065731971624
[[ 38.  91.]],-8.858019457644575,-8.782280076155164,-8.088436177778219
[[ 41.  91.]],-8.70115746236999,-8.782134773505044,-8.395949627095924
[[ 16.  11.]],-9.669055992090897,-9.667134481062293,-9.680605636730387
[[ 13.  12.]],-9.678457375549526,-9.676557279143033,-9.677009113554682
[[ 81.  41.]],-8.040149388132273,-8.059725969126577,-8.05784987575784
[[ 72.  28.]],-7.499326648654377,-7.490821579058967,-7.4686718655296955
[[ 19.  14.]],-9.789446971852408,-9.791045552469733,-9.789788433009528
[[ 20.  13.]],-9.777250346227842,-9.790393746169539,-9.778973832329136
[[ 81.  34.]],-4.698016527442369,-5.270146644739731,-5.452302850530606
[[ 79.  32.]],-5.433703027563523,-5.982920293117052,-5.142098244017938
[[ 78.  31.]],-5.175369430333406,-5.362308211424451,-5.613855427555448
[[ 76.  29.]],-5.2842378761523925,-5.467959438032949,-6.183504536385797
[[ 73.  25.]],-4.9721484012395525,-4.618626287723896,-5.381355255352924
[[ 69.  22.]],-5.505813330441558,-5.3693792267118505,-5.516660619450492
[[ 66.  20.]],-4.109432438287223,-6.1911869152650425,-6.71226497864414
[[ 64.  18.]],-6.01356477593853,-6.373725696691582,-6.5946180001115025
[[ 46.   8.]],-5.7710173292640246,-7.6704974271628785,-6.811000994609518
[[ 42.   6.]],-4.8528143684568965,-5.8781703230426645,-6.796839759107907
[[ 39.   5.]],-4.7251250921257375,-5.649713996582116,-5.437332531097263
[[ 25.   6.]],-7.996464503572941,-8.810991897418504,-9.202178367400476
[[ 22.   8.]],-9.377090880527998,-9.526668515428996,-9.59994379645714
[[  8.  17.]],-9.752497430463702,-9.752979350326893,-9.754108073487362
[[ 80.  72.]],-5.676838359051483,-6.301901713441168,-5.504298151895075
[[ 81.  70.]],-6.535751926872367,-5.891807294954345,-5.303234629657691
[[ 83.  69.]],-5.698053708229461,-4.682242784834598,-4.712195145573793
[[ 84.  67.]],-6.196375802913318,-5.999998603195629,-5.68627535455403
[[ 86.  66.]],-5.46647786561634,-5.447508891437494,-4.800454068482712
[[ 87.  65.]],-5.166218938224362,-4.966821236283527,-4.619490858841671
[[ 90.  61.]],-4.41305249879213,-4.429874802115104,-3.514014946522167
[[ 91.  61.]],-4.8677984157379095,-3.4363150341768587,-2.6689256894754907
[[ 91.  60.]],-4.800731309343822,-4.47820228146284,-3.4425770069012014
[[ 92.  60.]],-3.410760284757897,-4.2551585017114615,-3.8884941186155095
[[ 93.  60.]],-3.087303577788824,-3.2735017268583126,-2.218637125778696
[[ 94.  60.]],-2.272807535152785,-0.9273694379901763,-2.475598161247329
[[ 65.  83.]],-7.756628748973094,-7.749141737005924,-7.454273865528308
[[ 67.  82.]],-7.631144150879753,-7.582450005966799,-7.222791797793459
[[ 70.  81.]],-7.202902143924999,-7.148616609756987,-6.819740572755848
[[ 86.  67.]],-5.067859318959538,-4.814266981314358,-5.130491600953171
[[ 88.  64.]],-4.565776065897391,-4.571491886202082,-4.302158828655044
[[ 92.  59.]],-4.27611685446887,-4.184967502139986,-3.3243133455416056
[[ 94.  59.]],-3.3800145332120444,-2.8441517843873103,-1.3354395333914937
[[ 95.  59.]],-1.5629743588201757,-1.5189507553020738,-0.5410182439398986
[[ 44.  91.]],-8.634921608711691,-8.667882365083226,-8.44350983853988
[[ 53.  88.]],-8.516930243589549,-8.502047030519574,-8.278939166954919
[[ 72.  79.]],-7.101513750220738,-7.0517951693704735,-6.635658323939503
[[ 79.  72.]],-6.386649365467208,-6.6788465517416,-5.840827749826326
[[ 86.  65.]],-5.607486426143534,-5.550086017494854,-5.038565830213446
[[ 92.  62.]],-2.4988445971467743,-2.8262417294512687,-1.8402345051854243
[[ 93.  61.]],-2.7142000704024354,-2.6875863762442456,-1.1832856620845449
[[ 80.  67.]],-7.685472237359162,-7.8352694069765,-6.927591848084796
[[ 81.  66.]],-7.797007082725452,-7.435934769934184,-6.8652755265607235
[[ 90.  54.]],-6.990272799239137,-7.120376230539005,-7.080229585995473
[[ 89.  45.]],-4.648887082460818,-6.343294535290173,-6.238316628995436
[[ 89.  44.]],-4.815919430946329,-5.950020644807204,-4.956097969506692
[[ 88.  43.]],-5.695004510782478,-5.9531818378316235,-5.5658577358242765
[[ 86.  40.]],-5.635105031832089,-5.770602865925789,-5.990954486817639
[[ 58.  16.]],-7.5390146137209175,-7.800710963765602,-8.190141940628816
[[ 40.   8.]],-8.062352386895121,-8.208372637234694,-8.907126191726224
[[ 37.   7.]],-8.129048309292868,-8.153670807309569,-8.334451189708195
[[ 14.  11.]],-9.659613825989394,-9.6574974219813,-9.659674438503847
[[  6.  17.]],-9.75405597069315,-9.765663357231787,-9.753542901361454
[[  1.  19.]],-9.75186538558145,-9.751914940379748,-9.74611706149624
[[ 71.  25.]],-4.977826933666584,-6.108198091308628,-6.0729088844323265
[[ 22.  10.]],-9.707616452023373,-9.705676930479656,-9.725097509037814
[[ 13.  14.]],-9.747884233711947,-9.748262594824748,-9.747622293054137
[[ 83.  37.]],-4.924614750672765,-5.710910825475657,-5.689086761083349
[[ 82.  35.]],-4.089702558163386,-5.5253911103759386,-5.3091449119490335
[[ 16.  10.]],-9.532104342388127,-9.620985592677334,-9.588923859711617
[[ 13.  11.]],-9.61275971221308,-9.618324216161241,-9.676735878737636
[[ 10.  13.]],-9.691376164184664,-9.719866768607716,-9.691408853360134
[[  2.  18.]],-9.752177227079564,-9.75205939854114,-9.761726358942417
[[  0.  18.]],-9.714773553962898,-9.730667440739024,-9.748692895132038
[[ 21.  84.]],-9.191834519821038,-9.017003398121322,-8.490805874680044
[[ 24.  86.]],-9.059978204582338,-9.101538342165805,-8.173542117294343
[[ 27.  88.]],-8.978272988705598,-8.752288108811541,-7.511745975407893
[[ 30.  89.]],-8.924377055978514,-8.791201795795388,-7.443842833093772
[[ 57.  86.]],-8.391577268044049,-8.286822953443734,-8.138330568224305
[[ 77.  71.]],-7.798410281941638,-7.358510121546482,-7.631164965827844
[[ 88.  62.]],-5.700512578299586,-4.7773952793852965,-4.585667344976608
[[ 89.  62.]],-4.312790670341212,-4.669596876497084,-3.954034360323733
[[ 10.  74.]],-9.268056077251037,-9.048404533538001,-9.175535527206817
[[ 82.  69.]],-6.361765150460031,-5.748682530758472,-5.833626467081452
[[ 84.  68.]],-6.051403222277943,-5.471216389273275,-5.937902099317768
[[ 85.  66.]],-5.907650856984622,-5.493900240043533,-5.846257426892393
[[ 47.   9.]],-6.840018421163427,-6.857252582198867,-7.407106055530621
[[ 27.   8.]],-9.530723398613594,-9.526381871253008,-9.5289666012088
[[ 64.  81.]],-8.237940386692948,-8.176324140696398,-8.045627127831736
[[ 76.  71.]],-7.974555115387872,-7.862532636181935,-7.626167952667243
[[ 90.  55.]],-6.7473136666737386,-6.7738899250832185,-6.704342971738972
[[ 80.  33.]],-5.493701134213425,-6.125750136122607,-5.642036736122595
[[ 78.  30.]],-5.129331386653469,-5.296801991561456,-5.724984608288696
[[ 77.  28.]],-1.0543908522321614,-3.259010562017477,-2.9716793403919413
[[ 67.  20.]],-4.433731596755597,-4.9851167912538745,-5.2296582243739245
[[ 74.  27.]],-5.018664029837852,-5.173499848128382,-5.262225035111191
[[ 72.  25.]],-5.767889766466787,-5.054749918142797,-5.592795393126076
[[ 61.  17.]],-6.4352147516652,-7.118773214657277,-6.496095949464866
[[  4.  17.]],-9.747667763528558,-9.735344328099883,-9.735533052093137
[[  8.  16.]],-9.74332324850306,-9.742576955557507,-9.742208827911485
[[ 93.  58.]],-4.5634345445238464,-4.336954153068216,-3.306534509219228
[[ 55.  14.]],-7.572217034570889,-7.5703212732840095,-7.577388533210647
[[ 33.   6.]],-8.068687914798174,-8.800830269009964,-8.266967287486262
[[ 23.   7.]],-9.239118165928325,-9.379059612900283,-9.372486114222587
[[ 20.   7.]],-8.478678905581221,-9.28042965804356,-9.119282785315603
[[  8.  13.]],-9.707537309755283,-9.696982627707117,-9.69667432513473
[[  6.  16.]],-9.737612964363104,-9.735852247398178,-9.73681062203131
[[ 75.  75.]],-6.679970594347013,-7.104611078279816,-6.9166922916037805
[[ 80.  69.]],-7.204283228429322,-7.253185301651324,-6.730583436928552
[[ 87.  64.]],-5.159817986238259,-5.155643587332794,-4.773578591879193
[[ 89.  64.]],-4.116423969916172,-4.135178556271387,-3.7430875239440087
[[ 93.  63.]],-1.8126599075212493,-0.9635491956624159,-0.957812365599861
[[ 94.  63.]],-0.7025166620541808,-0.4360280793241597,0.018456714044150467
[[ 93.  53.]],-5.5199784460321615,-5.750490595334421,-4.9308361771003755
[[ 94.  53.]],-4.550242105337147,-4.64751319748696,-5.025905065606144
[[ 82.  67.]],-6.869374347846748,-6.871061983122139,-6.361329206002629
[[ 89.  61.]],-5.383592985528368,-5.103995292049524,-4.2796850639391675
[[ 94.  58.]],-3.5213775962148963,-3.775122792074568,-1.785806731344021
[[ 23.  85.]],-9.174725678959037,-9.07919668610561,-8.525721723610621
[[ 42.  91.]],-8.766038649135867,-8.741978054759365,-8.333011085189263
[[ 45.  90.]],-8.760311595181246,-8.734581483390802,-8.517258591876773
[[ 83.  64.]],-7.368466033892957,-7.266568687971674,-6.779952402968672
